t,roll,pitch
1.812204,0.000529,-0.081250
1.814171,0.000560,-0.080875
1.816229,0.000630,-0.080439
1.818214,0.000710,-0.079978
1.820203,0.000639,-0.079585
1.823355,0.000679,-0.078810
1.824052,0.000609,-0.078624
1.826215,0.000707,-0.077997
1.828276,0.000665,-0.077500
1.830194,0.000649,-0.077079
1.832203,0.000659,-0.076542
1.834207,0.000595,-0.075974
1.836208,0.000607,-0.075438
1.838201,0.000604,-0.074926
1.840209,0.000679,-0.074303
1.842200,0.000752,-0.073706
1.844206,0.000713,-0.073100
1.846214,0.000674,-0.072560
1.848211,0.000754,-0.071874
1.850284,0.000824,-0.071267
1.852171,0.000778,-0.070669
1.854216,0.000747,-0.069964
1.856209,0.000785,-0.069191
1.858214,0.000820,-0.068510
1.860197,0.000854,-0.067830
1.862198,0.000926,-0.067138
1.864205,0.000867,-0.066430
1.866227,0.000860,-0.065757
1.868206,0.000771,-0.065046
1.870202,0.000787,-0.064220
1.872159,0.000869,-0.063392
1.874208,0.000806,-0.062689
1.876092,0.000850,-0.061798
1.878215,0.000853,-0.060953
1.880199,0.000832,-0.060157
1.882066,0.000917,-0.059359
1.884134,0.000930,-0.058512
1.886075,0.000800,-0.057741
1.888222,0.000758,-0.056828
1.890206,0.000704,-0.056012
1.892200,0.000755,-0.055172
1.894204,0.000819,-0.054207
1.896211,0.000718,-0.053367
1.898229,0.000672,-0.052454
1.900199,0.000666,-0.051565
1.902198,0.000689,-0.050592
1.904207,0.000678,-0.049626
1.906215,0.000701,-0.048740
1.908203,0.000578,-0.047848
1.910208,0.000575,-0.046923
1.912205,0.000646,-0.046049
1.914201,0.000730,-0.045123
1.916223,0.000687,-0.044124
1.918205,0.000628,-0.043151
1.920200,0.000604,-0.042110
1.922202,0.000632,-0.041230
1.924204,0.000683,-0.040216
1.926212,0.000741,-0.039276
1.928204,0.000802,-0.038256
1.930206,0.000799,-0.037238
1.932203,0.000808,-0.036154
1.934221,0.000908,-0.035181
1.936214,0.001018,-0.034159
1.938197,0.000897,-0.033208
1.940205,0.000989,-0.032201
1.942199,0.000955,-0.031156
1.944213,0.000906,-0.030080
1.946206,0.000985,-0.029066
1.948211,0.000977,-0.027972
1.950200,0.000965,-0.026972
1.952206,0.000957,-0.025919
1.954206,0.000999,-0.024908
1.956208,0.001130,-0.023949
1.958202,0.001130,-0.022893
1.960229,0.001012,-0.021825
1.962195,0.000906,-0.020762
1.964211,0.000888,-0.019701
1.966213,0.000939,-0.018588
1.968205,0.000956,-0.017390
1.970201,0.000935,-0.016342
1.972202,0.000882,-0.015347
1.974206,0.000863,-0.014187
1.976214,0.000882,-0.012992
1.978205,0.000886,-0.011914
1.980207,0.000821,-0.010829
1.982197,0.000800,-0.009563
1.984151,0.000685,-0.008603
1.986236,0.000638,-0.007419
1.988196,0.000626,-0.006320
1.990211,0.000732,-0.005327
1.992197,0.000750,-0.004210
1.994209,0.000710,-0.003211
1.996201,0.000748,-0.002104
1.998203,0.000744,-0.001016
2.000197,0.000649,0.000110
2.002213,0.000583,0.001071
2.004175,0.000542,0.002047
2.006048,0.000628,0.003085
2.008221,0.000552,0.004413
2.010228,0.000537,0.005475
2.012201,0.000521,0.006523
2.014101,0.000423,0.007450
2.016229,0.000517,0.008664
2.018230,0.000608,0.009767
2.020198,0.000642,0.010785
2.022204,0.000452,0.011928
2.024075,0.000450,0.012967
2.026050,0.000461,0.014077
2.028222,0.000393,0.015237
2.029997,0.000278,0.016160
2.032222,0.000200,0.017266
2.034227,0.000274,0.018291
2.036211,0.000276,0.019413
2.038209,0.000297,0.020609
2.040199,0.000282,0.021581
2.042199,0.000145,0.022666
2.044207,0.000117,0.023785
2.046217,0.000124,0.024825
2.048202,0.000044,0.025933
2.050223,0.000019,0.027038
2.052177,0.000072,0.028006
2.054098,0.000160,0.028982
2.056228,0.000137,0.030097
2.058185,0.000148,0.031130
2.060061,0.000183,0.032140
2.062033,0.000205,0.033184
2.064233,0.000386,0.034255
2.066210,0.000339,0.035266
2.068210,0.000234,0.036235
2.070221,0.000252,0.037137
2.072209,0.000257,0.038105
2.074192,0.000186,0.039117
2.076200,0.000169,0.040155
2.078204,0.000197,0.041161
2.080200,0.000188,0.042023
2.082241,0.000206,0.042928
2.084195,0.000214,0.043777
2.086233,0.000130,0.044689
2.088191,0.000252,0.045703
2.090206,0.000249,0.046641
2.092209,0.000299,0.047471
2.094208,0.000402,0.048413
2.096202,0.000325,0.049293
2.098207,0.000403,0.050138
2.100884,0.000518,0.051323
2.102182,0.000521,0.051881
2.104229,0.000541,0.052679
2.106322,0.000562,0.053575
2.108205,0.000490,0.054325
2.110201,0.000522,0.055166
2.112207,0.000654,0.056094
2.114135,0.000640,0.056927
2.116221,0.000600,0.057840
2.118199,0.000556,0.058630
2.120208,0.000483,0.059400
2.122205,0.000468,0.060090
2.124128,0.000507,0.060872
2.126211,0.000630,0.061653
2.128201,0.000646,0.062464
2.130258,0.000696,0.063305
2.132196,0.000546,0.064044
2.134202,0.000565,0.064832
2.136212,0.000631,0.065575
2.138204,0.000643,0.066335
2.140204,0.000654,0.067010
2.142486,0.000643,0.067704
2.144165,0.000534,0.068293
2.146129,0.000682,0.069031
2.148234,0.000655,0.069670
2.150197,0.000695,0.070301
2.152208,0.000591,0.070888
2.154044,0.000533,0.071557
2.156234,0.000533,0.072135
2.158194,0.000555,0.072807
2.160201,0.000666,0.073457
2.162199,0.000621,0.074006
2.164210,0.000515,0.074571
2.166128,0.000599,0.074983
2.168211,0.000603,0.075620
2.170200,0.000557,0.076161
2.172203,0.000601,0.076716
2.174220,0.000665,0.077231
2.176219,0.000628,0.077773
2.178190,0.000631,0.078243
2.180201,0.000623,0.078688
2.182201,0.000612,0.079091
2.184119,0.000638,0.079510
2.186238,0.000598,0.079992
2.188203,0.000633,0.080418
2.190203,0.000548,0.080947
2.192149,0.000489,0.081357
2.194234,0.000529,0.081726
2.196208,0.000550,0.082138
2.198203,0.000527,0.082517
2.200198,0.000524,0.083026
2.202303,0.000478,0.083237
2.204196,0.000504,0.083571
2.206217,0.000552,0.083789
2.208205,0.000469,0.083955
2.210211,0.000506,0.084284
2.212199,0.000466,0.084559
2.214525,0.000536,0.084811
2.216182,0.000571,0.084963
2.218206,0.000626,0.085151
2.220200,0.000712,0.085387
2.222110,0.000585,0.085531
2.224081,0.000527,0.085665
2.226267,0.000496,0.085849
2.228192,0.000413,0.085945
2.230079,0.000404,0.086021
2.232215,0.000375,0.086217
2.234082,0.000370,0.086323
2.236242,0.000283,0.086483
2.238193,0.000254,0.086608
2.240247,0.000251,0.086727
2.242210,0.000324,0.086741
2.244211,0.000207,0.086780
2.246216,0.000258,0.086861
2.248233,0.000283,0.086898
2.250216,0.000372,0.086828
2.252206,0.000533,0.086773
2.254212,0.000475,0.086740
2.256069,0.000463,0.086705
2.258221,0.000474,0.086629
2.260213,0.000501,0.086574
2.262200,0.000568,0.086496
2.264201,0.000544,0.086460
2.266245,0.000580,0.086351
2.268198,0.000568,0.086165
2.270202,0.000638,0.086039
2.272200,0.000649,0.086027
2.274215,0.000686,0.085855
2.276325,0.000621,0.085611
2.278181,0.000635,0.085462
2.280200,0.000747,0.085285
2.282196,0.000704,0.085078
2.284199,0.000634,0.084749
2.286198,0.000587,0.084450
2.288194,0.000540,0.084205
2.290068,0.000388,0.083900
2.292265,0.000251,0.083658
2.294210,0.000199,0.083346
2.296199,0.000172,0.083059
2.298198,0.000214,0.082766
2.300220,0.000228,0.082379
2.302208,0.000163,0.082052
2.304211,0.000223,0.081612
2.306209,0.000298,0.081294
2.308192,0.000254,0.080855
2.310201,0.000221,0.080447
2.312196,0.000201,0.079974
2.314206,0.000085,0.079599
2.316213,0.000096,0.079109
2.318202,0.000020,0.078680
2.320198,0.000126,0.078239
2.322203,0.000156,0.077853
2.324202,0.000128,0.077339
2.326197,0.000183,0.076754
2.328196,0.000222,0.076273
2.330335,0.000238,0.075721
2.332176,0.000215,0.075232
2.334183,0.000079,0.074629
2.336211,-0.000029,0.074150
2.338203,0.000001,0.073558
2.340208,0.000100,0.072980
2.342199,0.000115,0.072334
2.344203,0.000169,0.071721
2.346210,0.000104,0.071023
2.348201,0.000009,0.070354
2.350225,-0.000060,0.069698
2.352545,-0.000163,0.068880
2.354203,-0.000228,0.068291
2.356208,-0.000187,0.067667
2.358204,-0.000245,0.067010
2.360205,-0.000266,0.066409
2.362202,-0.000264,0.065720
2.364249,-0.000267,0.064963
2.366234,-0.000222,0.064329
2.368199,-0.000191,0.063572
2.370229,-0.000126,0.062816
2.372203,-0.000117,0.062072
2.374200,-0.000165,0.061237
2.376220,-0.000196,0.060375
2.378208,-0.000262,0.059584
2.380197,-0.000251,0.058832
2.382199,-0.000267,0.058067
2.384135,-0.000205,0.057318
2.386228,-0.000111,0.056406
2.388199,-0.000097,0.055520
2.390205,-0.000079,0.054679
2.392197,-0.000209,0.053851
2.394217,-0.000147,0.053116
2.396208,-0.000202,0.052179
2.398046,-0.000277,0.051412
2.400026,-0.000283,0.050499
2.402291,-0.000285,0.049488
2.404189,-0.000232,0.048657
2.406219,-0.000185,0.047712
2.408207,-0.000232,0.046784
2.410201,-0.000260,0.045840
2.412201,-0.000307,0.044834
2.414205,-0.000345,0.043926
2.416225,-0.000358,0.042996
2.418202,-0.000495,0.041998
2.420256,-0.000455,0.041050
2.422239,-0.000435,0.040071
2.424195,-0.000513,0.039103
2.426263,-0.000484,0.038070
2.428281,-0.000480,0.036982
2.430192,-0.000451,0.036039
2.432204,-0.000332,0.035077
2.434206,-0.000254,0.034120
2.436217,-0.000219,0.033193
2.438022,-0.000127,0.032403
2.440233,-0.000168,0.031259
2.442205,-0.000113,0.030261
2.444294,-0.000165,0.029259
2.446200,-0.000198,0.028227
2.448199,-0.000208,0.027229
2.450351,-0.000167,0.026152
2.452201,-0.000074,0.025183
2.454204,-0.000065,0.024120
2.456215,-0.000112,0.022958
2.458237,-0.000156,0.021984
2.460199,-0.000276,0.020997
2.462055,-0.000177,0.020023
2.464194,-0.000133,0.018960
2.466098,-0.000078,0.018002
2.468213,-0.000119,0.016962
2.470216,-0.000122,0.016027
2.472214,-0.000163,0.014893
2.474130,-0.000132,0.013830
2.476217,-0.000146,0.012858
2.478195,-0.000128,0.011912
2.480200,-0.000187,0.010704
2.482197,-0.000202,0.009571
2.484211,-0.000143,0.008355
2.486213,-0.000042,0.007253
2.488201,-0.000093,0.006228
2.490212,-0.000028,0.005094
2.492204,0.000039,0.003889
2.494196,0.000049,0.002880
2.496212,-0.000023,0.001687
2.498211,0.000027,0.000638
2.500185,0.000036,-0.000439
2.502198,0.000093,-0.001455
2.504109,0.000110,-0.002567
2.506142,0.000101,-0.003709
2.508214,0.000099,-0.004908
2.510196,0.000103,-0.006036
2.512202,0.000052,-0.007143
2.514110,0.000009,-0.008222
2.516265,-0.000022,-0.009370
2.518196,0.000020,-0.010366
2.520202,-0.000130,-0.011396
2.522203,-0.000040,-0.012571
2.524212,-0.000037,-0.013642
2.526210,-0.000009,-0.014649
2.528203,-0.000053,-0.015691
2.530210,-0.000130,-0.016729
2.532198,-0.000182,-0.017763
2.534222,-0.000150,-0.018882
2.536211,-0.000157,-0.019952
2.538193,-0.000141,-0.020896
2.540211,-0.000212,-0.021974
2.542112,-0.000273,-0.022930
2.544081,-0.000276,-0.023956
2.546118,-0.000257,-0.025083
2.548211,-0.000199,-0.026170
2.550018,-0.000147,-0.027146
2.552224,-0.000202,-0.028290
2.554201,-0.000197,-0.029252
2.556211,-0.000225,-0.030238
2.558194,-0.000148,-0.031211
2.560213,-0.000112,-0.032201
2.562205,-0.000063,-0.033128
2.564205,-0.000084,-0.034127
2.566221,-0.000148,-0.035204
2.568206,-0.000167,-0.036379
2.570206,-0.000195,-0.037337
2.572201,-0.000183,-0.038226
2.574209,-0.000049,-0.039095
2.576202,-0.000048,-0.040081
2.578210,-0.000103,-0.040922
2.580204,-0.000172,-0.041960
2.582204,-0.000132,-0.042968
2.584239,-0.000300,-0.043963
2.586208,-0.000263,-0.044842
2.588205,-0.000302,-0.045722
2.590216,-0.000277,-0.046768
2.592178,-0.000283,-0.047704
2.594208,-0.000239,-0.048761
2.596223,-0.000279,-0.049749
2.598225,-0.000218,-0.050678
2.600197,-0.000209,-0.051663
2.602279,-0.000309,-0.052655
2.604171,-0.000333,-0.053411
2.606186,-0.000306,-0.054224
2.608204,-0.000271,-0.055165
2.610202,-0.000379,-0.055858
2.612210,-0.000414,-0.056691
2.614200,-0.000484,-0.057518
2.616198,-0.000469,-0.058312
2.618233,-0.000405,-0.059026
2.620212,-0.000404,-0.059856
2.622408,-0.000428,-0.060788
2.625306,-0.000494,-0.061966
2.626068,-0.000491,-0.062302
2.628225,-0.000496,-0.063079
2.630196,-0.000481,-0.063898
2.632203,-0.000491,-0.064606
2.634210,-0.000566,-0.065403
2.636178,-0.000635,-0.066132
2.638201,-0.000538,-0.066877
2.640203,-0.000458,-0.067600
2.642139,-0.000324,-0.068285
2.644138,-0.000391,-0.068948
2.646076,-0.000374,-0.069544
2.648110,-0.000440,-0.070305
2.650197,-0.000495,-0.070934
2.652154,-0.000420,-0.071468
2.654065,-0.000417,-0.072104
2.656235,-0.000451,-0.072790
2.658200,-0.000420,-0.073266
2.660212,-0.000385,-0.073929
2.662208,-0.000451,-0.074562
2.664206,-0.000386,-0.075154
2.666216,-0.000255,-0.075667
2.668205,-0.000224,-0.076153
2.670208,-0.000304,-0.076610
2.672204,-0.000245,-0.077142
2.674249,-0.000215,-0.077639
2.676204,-0.000185,-0.078209
2.678206,-0.000101,-0.078664
2.680207,-0.000175,-0.079099
2.682215,-0.000087,-0.079511
2.684200,-0.000023,-0.079949
2.686200,-0.000052,-0.080425
2.688210,0.000073,-0.080839
2.690197,0.000059,-0.081298
2.692206,0.000110,-0.081748
2.694206,0.000108,-0.082220
2.696219,0.000136,-0.082617
2.698201,0.000134,-0.082895
2.700201,0.000120,-0.083198
2.702207,0.000121,-0.083468
2.704194,0.000136,-0.083809
2.706200,0.000161,-0.084150
2.708288,0.000040,-0.084491
2.710211,0.000022,-0.084674
2.712197,-0.000016,-0.084969
2.714202,0.000044,-0.085180
2.716198,0.000031,-0.085391
2.718207,0.000088,-0.085577
2.720208,0.000136,-0.085874
2.722198,0.000165,-0.086092
2.724203,0.000149,-0.086219
2.726063,0.000039,-0.086375
2.728216,0.000007,-0.086534
2.730204,0.000047,-0.086636
2.732206,0.000018,-0.086709
2.734202,0.000127,-0.086805
2.736159,0.000044,-0.086943
2.738218,-0.000047,-0.087040
2.740200,-0.000009,-0.087092
2.742199,0.000056,-0.087190
2.744198,0.000129,-0.087136
2.746252,0.000268,-0.087086
2.748191,0.000251,-0.087244
2.750203,0.000213,-0.087175
2.752197,0.000245,-0.087209
2.754240,0.000163,-0.087228
2.756209,0.000150,-0.087041
2.758191,0.000111,-0.086998
2.760211,0.000248,-0.086911
2.762208,0.000289,-0.086940
2.764209,0.000292,-0.086756
2.766202,0.000331,-0.086725
2.768207,0.000335,-0.086666
2.770206,0.000324,-0.086492
2.772199,0.000276,-0.086442
2.774021,0.000335,-0.086322
2.776234,0.000311,-0.086174
2.778189,0.000344,-0.085923
2.780225,0.000287,-0.085656
2.782056,0.000214,-0.085431
2.784221,0.000231,-0.085213
2.786197,0.000212,-0.085046
2.788205,0.000063,-0.084690
2.790217,0.000079,-0.084456
2.792199,0.000089,-0.084156
2.794211,0.000076,-0.083924
2.796215,0.000077,-0.083661
2.798212,0.000089,-0.083350
2.800198,0.000021,-0.082896
2.802208,0.000059,-0.082512
2.804206,-0.000004,-0.082177
2.806219,-0.000021,-0.081712
2.808893,0.000011,-0.081161
2.810058,-0.000083,-0.080845
2.812223,-0.000148,-0.080334
2.814144,-0.000107,-0.079815
2.816232,-0.000167,-0.079456
2.818199,-0.000127,-0.078971
2.820202,-0.000155,-0.078631
2.822199,-0.000181,-0.078089
2.824222,-0.000226,-0.077606
2.826213,-0.000184,-0.077099
2.828201,-0.000229,-0.076542
2.830219,-0.000266,-0.076056
2.832210,-0.000205,-0.075634
2.834204,-0.000219,-0.075114
2.836213,-0.000287,-0.074650
2.838210,-0.000239,-0.074163
2.840209,-0.000342,-0.073591
2.842205,-0.000321,-0.073053
2.844309,-0.000366,-0.072352
2.846190,-0.000251,-0.071709
2.848209,-0.000216,-0.071086
2.850200,-0.000096,-0.070358
2.852207,-0.000144,-0.069714
2.854320,-0.000256,-0.068902
2.856199,-0.000314,-0.068216
2.858206,-0.000450,-0.067438
2.860206,-0.000465,-0.066717
2.862204,-0.000532,-0.066057
2.864209,-0.000456,-0.065301
2.866217,-0.000443,-0.064559
2.868208,-0.000446,-0.063868
2.870206,-0.000477,-0.063209
2.872204,-0.000425,-0.062501
2.874215,-0.000385,-0.061779
2.876211,-0.000374,-0.061066
2.878206,-0.000406,-0.060289
2.880213,-0.000425,-0.059531
2.882220,-0.000230,-0.058802
2.884203,-0.000266,-0.057969
2.886136,-0.000325,-0.057272
2.888210,-0.000332,-0.056494
2.890221,-0.000306,-0.055569
2.892074,-0.000374,-0.054782
2.894217,-0.000388,-0.054012
2.896218,-0.000407,-0.053197
2.898307,-0.000397,-0.052173
2.900189,-0.000348,-0.051276
2.902203,-0.000302,-0.050368
2.904205,-0.000417,-0.049420
2.906211,-0.000343,-0.048573
2.908245,-0.000383,-0.047606
2.910199,-0.000323,-0.046684
2.912009,-0.000328,-0.045846
2.914230,-0.000348,-0.044877
2.916222,-0.000355,-0.044035
2.918198,-0.000315,-0.043137
2.920094,-0.000307,-0.042231
2.922207,-0.000325,-0.041237
2.924092,-0.000358,-0.040292
2.926228,-0.000284,-0.039272
2.928205,-0.000224,-0.038243
2.930207,-0.000296,-0.037102
2.932201,-0.000239,-0.036060
2.934204,-0.000210,-0.035152
2.936216,-0.000156,-0.034183
2.938228,-0.000098,-0.033242
2.940215,-0.000168,-0.032260
2.942191,-0.000170,-0.031216
2.944205,-0.000156,-0.030215
2.946212,-0.000072,-0.029270
2.948199,-0.000017,-0.028140
2.950201,0.000044,-0.027141
2.952211,0.000112,-0.026101
2.954202,0.000171,-0.025103
2.956223,0.000164,-0.023988
2.958195,0.000058,-0.022954
2.960206,0.000040,-0.021989
2.962197,-0.000040,-0.020989
2.964097,-0.000016,-0.020082
2.966077,-0.000133,-0.019007
2.968213,-0.000173,-0.017824
2.970213,-0.000231,-0.016716
2.972208,-0.000195,-0.015681
2.974205,-0.000181,-0.014554
2.976216,-0.000109,-0.013474
2.978214,-0.000021,-0.012375
2.980281,0.000106,-0.011270
2.982100,0.000135,-0.010329
2.984218,0.000115,-0.009115
2.986229,0.000122,-0.008018
2.988194,0.000136,-0.006967
2.990242,0.000084,-0.005836
2.992107,0.000051,-0.004808
2.994315,0.000021,-0.003625
2.996187,0.000062,-0.002510
2.998083,0.000076,-0.001449
3.000232,0.000186,-0.000264
3.002216,0.000048,0.000893
3.004208,0.000016,0.001946
3.006213,-0.000042,0.003033
3.008208,-0.000042,0.004103
3.010255,-0.000046,0.005316
3.012172,-0.000132,0.006318
3.014154,-0.000136,0.007378
3.016233,-0.000211,0.008582
3.018203,-0.000176,0.009659
3.020238,-0.000202,0.010823
3.022110,-0.000181,0.011806
3.024057,-0.000062,0.012813
3.026259,-0.000105,0.014014
3.028089,-0.000088,0.015013
3.030215,0.000003,0.016173
3.032227,0.000040,0.017292
3.034202,-0.000003,0.018313
3.036218,0.000036,0.019498
3.038211,0.000061,0.020573
3.040213,0.000098,0.021625
3.042202,0.000172,0.022660
3.044201,0.000243,0.023664
3.046255,0.000317,0.024779
3.048196,0.000328,0.025743
3.050207,0.000270,0.026869
3.052202,0.000288,0.027952
3.054202,0.000305,0.028990
3.056212,0.000488,0.029975
3.058210,0.000432,0.031100
3.060206,0.000396,0.032093
3.062224,0.000412,0.033060
3.064195,0.000342,0.033999
3.066207,0.000334,0.034988
3.068201,0.000400,0.035950
3.070201,0.000403,0.036909
3.072207,0.000277,0.037987
3.074200,0.000268,0.038962
3.076198,0.000276,0.040022
3.078198,0.000216,0.040980
3.080241,0.000222,0.041886
3.082196,0.000311,0.042821
3.084206,0.000331,0.043732
3.086218,0.000353,0.044651
3.088198,0.000323,0.045623
3.090230,0.000285,0.046627
3.092195,0.000284,0.047531
3.094206,0.000296,0.048531
3.096208,0.000282,0.049440
3.098202,0.000208,0.050225
3.100274,0.000247,0.051192
3.102050,0.000174,0.052028
3.104710,0.000168,0.053119
3.106141,0.000112,0.053793
3.108212,0.000169,0.054733
3.110202,0.000100,0.055521
3.112197,0.000019,0.056378
3.114208,0.000053,0.057244
3.116209,0.000151,0.058059
3.118194,0.000267,0.058853
3.120201,0.000144,0.059621
3.122202,0.000189,0.060469
3.124210,0.000191,0.061238
3.126208,0.000265,0.061971
3.128195,0.000240,0.062857
3.130217,0.000285,0.063684
3.132242,0.000327,0.064495
3.134215,0.000288,0.065157
3.136217,0.000290,0.065801
3.138206,0.000357,0.066491
3.140167,0.000449,0.067305
3.142209,0.000524,0.068010
3.144211,0.000629,0.068663
3.146215,0.000636,0.069280
3.148202,0.000572,0.069898
3.150074,0.000485,0.070506
3.152219,0.000524,0.071192
3.154213,0.000550,0.071802
3.156215,0.000591,0.072420
3.158214,0.000604,0.072927
3.160247,0.000563,0.073460
3.162265,0.000601,0.074060
3.164210,0.000606,0.074541
3.166196,0.000577,0.075081
3.168213,0.000587,0.075661
3.170092,0.000607,0.076181
3.172361,0.000694,0.076771
3.174137,0.000615,0.077094
3.176217,0.000651,0.077679
3.178204,0.000650,0.078225
3.180203,0.000623,0.078750
3.182198,0.000551,0.079135
3.184205,0.000599,0.079664
3.186202,0.000569,0.080056
3.188238,0.000611,0.080499
3.190198,0.000670,0.080805
3.192212,0.000662,0.081227
3.194199,0.000529,0.081598
3.196209,0.000463,0.081991
3.198204,0.000507,0.082365
3.200203,0.000526,0.082778
3.202205,0.000629,0.083211
3.204206,0.000701,0.083513
3.206207,0.000729,0.083815
3.208205,0.000787,0.084144
3.210209,0.000756,0.084486
3.212206,0.000760,0.084761
3.214222,0.000757,0.085036
3.216274,0.000676,0.085152
3.218197,0.000702,0.085367
3.220201,0.000637,0.085625
3.222201,0.000580,0.085807
3.224199,0.000563,0.085964
3.226207,0.000526,0.086237
3.228215,0.000543,0.086373
3.230228,0.000503,0.086434
3.232200,0.000573,0.086541
3.234209,0.000582,0.086649
3.236079,0.000506,0.086651
3.238017,0.000460,0.086833
3.240229,0.000518,0.086860
3.242200,0.000543,0.086865
3.244204,0.000554,0.086740
3.246208,0.000610,0.086796
3.248198,0.000733,0.086847
3.250249,0.000680,0.086866
3.252197,0.000614,0.086823
3.254206,0.000629,0.086811
3.256209,0.000633,0.086773
3.258206,0.000511,0.086670
3.260196,0.000569,0.086620
3.262202,0.000595,0.086622
3.264197,0.000606,0.086552
3.266201,0.000689,0.086420
3.268244,0.000812,0.086162
3.270155,0.000774,0.085939
3.272205,0.000881,0.085870
3.274219,0.000921,0.085688
3.276200,0.000937,0.085570
3.278196,0.000859,0.085445
3.280219,0.001000,0.085287
3.282227,0.001032,0.085046
3.284198,0.001060,0.084791
3.286212,0.001050,0.084601
3.288210,0.001049,0.084365
3.290217,0.000941,0.084112
3.292204,0.000904,0.083880
3.294196,0.000940,0.083512
3.296222,0.001001,0.083224
3.298222,0.001055,0.082884
3.300222,0.001054,0.082630
3.302202,0.000987,0.082223
3.304201,0.001139,0.081867
3.306210,0.001299,0.081566
3.308202,0.001164,0.081275
3.310202,0.001130,0.080937
3.312221,0.001184,0.080505
3.314203,0.001097,0.080174
3.316241,0.001173,0.079791
3.318197,0.001169,0.079355
3.320219,0.001120,0.078876
3.322209,0.001060,0.078444
3.324229,0.001064,0.077879
3.326198,0.001085,0.077405
3.328205,0.000935,0.076826
3.330228,0.000960,0.076372
3.332211,0.001087,0.075923
3.334278,0.000994,0.075270
3.336198,0.001057,0.074790
3.338209,0.001040,0.074205
3.340224,0.001035,0.073527
3.342207,0.001109,0.072968
3.344203,0.001087,0.072370
3.346248,0.001147,0.071761
3.348270,0.001026,0.071141
3.350214,0.001009,0.070454
3.352203,0.000920,0.069769
3.354199,0.000898,0.069118
3.356249,0.000986,0.068404
3.358097,0.001021,0.067771
3.360247,0.000951,0.067069
3.362198,0.000832,0.066339
3.364213,0.000779,0.065584
3.366205,0.000740,0.064876
3.368219,0.000803,0.064081
3.370209,0.000761,0.063343
3.372204,0.000696,0.062603
3.374169,0.000764,0.061766
3.376225,0.000797,0.060974
3.378230,0.000798,0.060090
3.380082,0.000744,0.059463
3.382093,0.000819,0.058593
3.384045,0.000875,0.057757
3.386224,0.000800,0.056822
3.388199,0.000757,0.055945
3.390067,0.000728,0.055168
3.392215,0.000783,0.054311
3.393987,0.000828,0.053512
3.396241,0.000841,0.052593
3.398204,0.000829,0.051717
3.400204,0.000807,0.050820
3.402335,0.000838,0.049852
3.404155,0.000816,0.049095
3.406220,0.000913,0.048153
3.408195,0.000963,0.047212
3.410218,0.000975,0.046318
3.412198,0.000991,0.045429
3.414202,0.001078,0.044542
3.416225,0.001082,0.043630
3.418200,0.001073,0.042700
3.420198,0.001200,0.041736
3.422253,0.001048,0.040745
3.424136,0.001086,0.039803
3.426221,0.001154,0.038759
3.428218,0.001163,0.037708
3.430200,0.001111,0.036776
3.432138,0.001082,0.035784
3.434228,0.001076,0.034700
3.436211,0.001152,0.033759
3.438217,0.001193,0.032810
3.440146,0.001195,0.031839
3.442061,0.001141,0.030828
3.444100,0.001172,0.029807
3.446204,0.001267,0.028715
3.448252,0.001420,0.027637
3.450194,0.001390,0.026590
3.452216,0.001447,0.025495
3.454014,0.001418,0.024574
3.456244,0.001487,0.023430
3.458197,0.001491,0.022509
3.460203,0.001450,0.021467
3.462217,0.001338,0.020387
3.464199,0.001351,0.019395
3.466216,0.001296,0.018381
3.468196,0.001265,0.017400
3.470205,0.001249,0.016242
3.472201,0.001237,0.015038
3.474218,0.001277,0.014055
3.476211,0.001235,0.012951
3.478194,0.001227,0.011920
3.480219,0.001164,0.010665
3.482270,0.001287,0.009639
3.484188,0.001280,0.008578
3.486069,0.001246,0.007574
3.488235,0.001239,0.006346
3.490236,0.001292,0.005179
3.492518,0.001277,0.003896
3.494170,0.001314,0.003061
3.496218,0.001189,0.002014
3.498220,0.001146,0.000946
3.500245,0.001124,-0.000249
3.502190,0.001050,-0.001281
3.504201,0.001064,-0.002442
3.506073,0.001033,-0.003501
3.508259,0.000942,-0.004669
3.510194,0.000933,-0.005721
3.512109,0.000861,-0.006717
3.514211,0.000747,-0.007873
3.516219,0.000865,-0.008997
3.518199,0.000902,-0.010065
3.520214,0.000842,-0.011176
3.522210,0.000969,-0.012211
3.524061,0.000969,-0.013173
3.526232,0.000929,-0.014363
3.528217,0.000874,-0.015372
3.530143,0.000830,-0.016296
3.532204,0.000788,-0.017404
3.534031,0.000737,-0.018375
3.536228,0.000626,-0.019556
3.538252,0.000556,-0.020625
3.540214,0.000509,-0.021682
3.542194,0.000458,-0.022691
3.544160,0.000425,-0.023738
3.546220,0.000490,-0.024757
3.548223,0.000504,-0.025825
3.550235,0.000621,-0.026908
3.552093,0.000620,-0.027822
3.554330,0.000695,-0.028937
3.556200,0.000754,-0.029847
3.558205,0.000730,-0.030908
3.560200,0.000803,-0.031990
3.562093,0.000801,-0.033001
3.564095,0.000692,-0.034051
3.566052,0.000737,-0.034942
3.568022,0.000677,-0.035942
3.570226,0.000639,-0.037039
3.572225,0.000589,-0.038015
3.574197,0.000579,-0.038919
3.576206,0.000610,-0.039979
3.578212,0.000626,-0.040925
3.580212,0.000635,-0.041909
3.582194,0.000581,-0.042933
3.584202,0.000577,-0.043842
3.586220,0.000591,-0.044781
3.588198,0.000577,-0.045756
